"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2000","2000",4903707,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2001","2001",4527307,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2002","2002",4222588,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2003","2003",3899574,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2004","2004",3711410,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2005","2005",3658554,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2006","2006",3546302,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2007","2007",3138170,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2008","2008",2912290,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2009","2009",2861613,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2010","2010",2602631,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2011","2011",2785219,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2012","2012",2652061,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2013","2013",2912788,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2014","2014",3091591,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2015","2015",3057987,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40617","Western Asia and Northern Africa","2016","2016",2994182,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2000","2000",2735074,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2001","2001",2521666,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2002","2002",2322569,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2003","2003",2184295,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2004","2004",2037316,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2005","2005",2068626,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2006","2006",2025080,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2007","2007",1734842,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2008","2008",1564546,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2009","2009",1531025,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2010","2010",1434711,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2011","2011",1698525,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2012","2012",1546509,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2013","2013",1498411,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2014","2014",1519798,,
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2015","2015",1491937,"‡","UIS Estimation"
"OFST_1_F_CP","Out-of-school children of primary school age, female (number)","40603","Africa (Northern)","2016","2016",1355730,,
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","CAF","Central African Republic","2008","2008",120768,,
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","CAF","Central African Republic","2009","2009",122414,,
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","CAF","Central African Republic","2011","2011",122754,,
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2007","2007",15814338,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2008","2008",16063293,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2009","2009",16143909,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2010","2010",16411480,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2011","2011",16609173,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2012","2012",16252602,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2013","2013",16182111,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2014","2014",16524979,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2015","2015",16664567,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40540","Sub-Saharan Africa","2016","2016",16816629,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2007","2007",15881431,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2008","2008",16130196,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2009","2009",16210078,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2010","2010",16476847,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2011","2011",16673116,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2012","2012",16317036,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2013","2013",16246869,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2014","2014",16588380,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2015","2015",16727292,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40606","Africa (Sub-Saharan) ","2016","2016",16879223,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2000","2000",5614137,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2001","2001",5693456,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2002","2002",5578054,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2003","2003",5548535,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2004","2004",5480996,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2005","2005",5407737,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2006","2006",5124717,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2007","2007",5134628,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2008","2008",5147094,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2009","2009",5074826,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2010","2010",4939552,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2011","2011",4828085,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2012","2012",4774026,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2013","2013",4853717,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2014","2014",4871926,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2015","2015",4926989,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40617","Western Asia and Northern Africa","2016","2016",5017628,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2000","2000",2973043,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2001","2001",3050329,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2002","2002",2919871,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2003","2003",2904207,,
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2004","2004",2842418,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2005","2005",2800938,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2006","2006",2622304,,
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2007","2007",2586402,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2008","2008",2572766,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2009","2009",2436131,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2010","2010",2255806,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2011","2011",2180375,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2012","2012",2076855,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2013","2013",2021332,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2014","2014",1951241,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2015","2015",2098547,"‡","UIS Estimation"
"OFST_AGM1_CP","Out-of-school children, one year before than official primary entry age, both sexes (number)","40603","Africa (Northern)","2016","2016",2182037,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","CAF","Central African Republic","2008","2008",60645,,
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","CAF","Central African Republic","2009","2009",61486,,
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","CAF","Central African Republic","2011","2011",61633,,
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40540","Sub-Saharan Africa","2008","2008",7984784,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40540","Sub-Saharan Africa","2009","2009",8028238,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40540","Sub-Saharan Africa","2010","2010",8158302,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40540","Sub-Saharan Africa","2011","2011",8253705,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40540","Sub-Saharan Africa","2012","2012",8041289,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40540","Sub-Saharan Africa","2013","2013",8027680,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40540","Sub-Saharan Africa","2014","2014",8211642,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40540","Sub-Saharan Africa","2015","2015",8272757,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40540","Sub-Saharan Africa","2016","2016",8350925,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40606","Africa (Sub-Saharan) ","2008","2008",8017898,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40606","Africa (Sub-Saharan) ","2009","2009",8060950,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40606","Africa (Sub-Saharan) ","2010","2010",8190506,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40606","Africa (Sub-Saharan) ","2011","2011",8285038,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40606","Africa (Sub-Saharan) ","2012","2012",8072852,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40606","Africa (Sub-Saharan) ","2013","2013",8059324,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40606","Africa (Sub-Saharan) ","2014","2014",8243180,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40606","Africa (Sub-Saharan) ","2015","2015",8304392,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40606","Africa (Sub-Saharan) ","2016","2016",8382317,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2000","2000",2800636,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2001","2001",2819247,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2002","2002",2775151,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2003","2003",2753621,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2004","2004",2715270,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2005","2005",2679196,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2006","2006",2532516,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2007","2007",2533892,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2008","2008",2536252,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2009","2009",2500256,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2010","2010",2437182,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2011","2011",2380471,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2012","2012",2353303,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2013","2013",2391338,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2014","2014",2416963,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2015","2015",2456877,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40617","Western Asia and Northern Africa","2016","2016",2498569,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2000","2000",1511370,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2001","2001",1526021,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2002","2002",1476714,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2003","2003",1461924,,
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2004","2004",1426300,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2005","2005",1406330,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2006","2006",1312386,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2007","2007",1292434,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2008","2008",1283052,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2009","2009",1217076,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2010","2010",1129432,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2011","2011",1089860,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2012","2012",1038524,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2013","2013",1012009,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2014","2014",982586,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2015","2015",1061564,"‡","UIS Estimation"
"OFST_AGM1_F_CP","Out-of-school children, one year before than official primary entry age, female (number)","40603","Africa (Northern)","2016","2016",1095536,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","CAF","Central African Republic","2008","2008",60123,,
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","CAF","Central African Republic","2009","2009",60928,,
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","CAF","Central African Republic","2011","2011",61121,,
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40540","Sub-Saharan Africa","2008","2008",8078509,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40540","Sub-Saharan Africa","2009","2009",8115672,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40540","Sub-Saharan Africa","2010","2010",8253177,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40540","Sub-Saharan Africa","2011","2011",8355468,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40540","Sub-Saharan Africa","2012","2012",8211312,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40540","Sub-Saharan Africa","2013","2013",8154431,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40540","Sub-Saharan Africa","2014","2014",8313336,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40540","Sub-Saharan Africa","2015","2015",8391810,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40540","Sub-Saharan Africa","2016","2016",8465705,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40606","Africa (Sub-Saharan) ","2008","2008",8112299,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40606","Africa (Sub-Saharan) ","2009","2009",8149128,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40606","Africa (Sub-Saharan) ","2010","2010",8286341,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40606","Africa (Sub-Saharan) ","2011","2011",8388078,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40606","Africa (Sub-Saharan) ","2012","2012",8244184,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40606","Africa (Sub-Saharan) ","2013","2013",8187545,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40606","Africa (Sub-Saharan) ","2014","2014",8345199,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40606","Africa (Sub-Saharan) ","2015","2015",8422901,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40606","Africa (Sub-Saharan) ","2016","2016",8496906,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2000","2000",2813501,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2001","2001",2874209,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2002","2002",2802903,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2003","2003",2794914,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2004","2004",2765725,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2005","2005",2728541,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2006","2006",2592201,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2007","2007",2600737,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2008","2008",2610842,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2009","2009",2574570,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2010","2010",2502370,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2011","2011",2447614,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2012","2012",2420724,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2013","2013",2462379,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2014","2014",2454964,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2015","2015",2470112,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40617","Western Asia and Northern Africa","2016","2016",2519060,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40603","Africa (Northern)","2000","2000",1461673,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40603","Africa (Northern)","2001","2001",1524307,"‡","UIS Estimation"
"OFST_AGM1_M_CP","Out-of-school children, one year younger than official primary entry age, male (number)","40603","Africa (Northern)","2002","2002",1443157,"‡","UIS Estimation"
