"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Gambia","GMB","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.19","3.17","3.17","3.16","3.18000000000001","3.15","3.19","3.14","3.16","3.22","3.18000000000001","3.24","3.2","3.26","3.27","3.23","3.3","",
"Guinea Bissau","GNB","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.38","1.35","1.39","1.39","1.35","1.39","1.4","1.41","1.39","1.44","1.45999999999999","1.43","1.44","1.45999999999999","1.5","1.45999999999999","1.52","",
"Equatorial Guinea","GNQ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.97","23.27","24.33","24.82","25.71","26.39","27.12","28.23","28.83","29.64","30.58","31.1","31.51","32.97","33.75","34","34.39","",
"Greece","GRC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.2","89.16","89.83","90.58","91.19","91.77","92.26","92.66","92.98","93.3","93.63","93.77","93.98","94.1","94.22","94.31","94.29","",
"Grenada","GRD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.93","93.39","93.84","94.18","94.59","94.82","95.11","95.33","95.56","95.73","95.89","96.08","96.22","96.4","96.46","96.5","96.58","",
"Greenland","GRL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.34","39.75","40.11","40.71","40.94","41.56","41.93","42.35","42.8","43.19","43.42","43.94","44.24","44.46","44.88","45.06","45.23","",
"Guam","GUM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.33","38.72","41.52","43.89","46.48","48.99","51.81","54.33","57.03","59.48","61.85","64.31","66.38","68.64","70.79","72.59","74.48","",
"High income","HIC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8664826439671","98.9323687354561","98.9939133629188","99.0476369376261","99.09836606964","99.1365578741886","99.1723228777401","99.2029313496847","99.2426186359521","99.2628313846256","99.2897364274036","99.3034377002494","99.3230678753715","99.3382860022667","99.3478517796012","99.3537126102669","99.3620384276322","",
"Hong Kong SAR, China","HKG","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.93","31.66","33.44","35.23","36.93","38.43","40.04","41.46","42.9","44.28","45.59","46.89","48.31","49.51","50.68","51.87","53.1","",
"Heavily indebted poor countries (HIPC)","HPC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78259872825509","7.00524430005545","7.27570617266138","7.52378016156183","7.79076784726164","8.09333416166118","8.38186368628644","8.66555501310784","8.98975060025153","9.28759965348683","9.63814911911746","9.97948361020378","10.3115562203992","10.6626825574094","11.0246104923899","11.1162806448467","11.526957923792","",
"Croatia","HRV","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.41","81.68","82.85","84.03","85.07","85.77","86.93","87.55","88.48","89.18","89.91","90.54","90.91","91.33","91.96","92.28","92.7","",
"Haiti","HTI","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.22","3.29","3.33","3.34","3.46","3.54","3.56","3.59","3.75","3.8","3.86","3.92","4.01","4.1","4.17","4.27","4.34","",
"Hungary","HUN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"IBRD only","IBD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4461982583041","48.7246766350623","49.7088171975657","50.6708527710817","51.7038810476295","52.6875307861726","53.8600841897544","54.8748811102957","55.9517889786103","56.8674923113452","58.0364057293596","58.9682980811888","59.9567654389345","60.9328154565873","61.7411088419152","62.5192413752733","63.3230796347907","",
"IDA & IBRD total","IBT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.8391779482216","40.8627503312916","41.6448439610387","42.4060238728451","43.2284216121231","44.0051493593644","44.9328878011078","45.7363133474276","46.5892719383026","47.3072308586473","48.2301340793129","48.9620870988375","49.7570468474649","50.5145883825287","51.1486686274738","51.7635799478148","52.4007364728045","",
"IDA total","IDA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3889152746033","12.8482327821449","13.2786221424468","13.7079894651758","14.1794008537738","14.630031732489","15.1190513425113","15.6132305641956","16.1283003773479","16.6040309247219","17.1537520690924","17.6705444042476","18.1703893718887","18.6669488853442","19.1879150284496","19.7333761610834","20.2979036197413","",
"IDA blend","IDB","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.292370755665","18.0101574285472","18.6084911375281","19.1843477858619","19.8938966615377","20.4515955332399","21.0717202758226","21.7197908663091","22.3736923675111","22.977187717845","23.7314061861719","24.4678758009316","25.1744182389551","25.8926412316607","26.638472662593","27.4227425566153","28.123479496289","",
"Indonesia","IDN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.42","6.93","9.05","11.29","14.41","18.1","21.99","26.28","31.03","35.7","40.19","43.93","47.73","51.13","54.17","56.49","58.37","",
"IDA only","IDX","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.94246976594379","10.2788608186333","10.6322953104787","10.9957211781313","11.3554461532394","11.7581673879949","12.1861453471836","12.6066040367545","13.0539231835783","13.4661368135397","13.9112069696593","14.3148946716936","14.69315336078","15.0761354613458","15.4818267018617","15.9056385471872","16.4004640167909","",
"Isle of Man","IMN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.15","23.85","25.01","25.93","27.41","28.34","29.74","30.95","32.06","32.82","34.4","35.42","36.64","37.81","38.8","39.88","41.04","",
"Not classified","INX","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Iran, Islamic Rep.","IRN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.68","88.14","90.14","91.74","93.21","94.25","95.26","95.88","96.5","96.98","97.36","97.63","97.89","98.12","98.29","98.42","98.49","",
"Iraq","IRQ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.95","78.65","81.76","84.63","86.96","89.01","90.77","92.14","93.38","94.24","95.1","95.72","96.18","96.71","97.04","97.39","97.63","",
"Iceland","ISL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Israel","ISR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Italy","ITA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Jamaica","JAM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.16","74.88","76.48","77.81","79.36","80.57","81.72","82.99","83.97","85.08","86","86.94","87.67","88.43","89.22","89.89","90.5","",
"Jordan","JOR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.28","97.59","97.69","97.98","98.11","98.24","98.37","98.41","98.56","98.65","98.74","98.84","98.9","98.95","98.94","99.04","99.06","",
"Japan","JPN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Kazakhstan","KAZ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.85","84.31","85.55","86.59","87.73","88.76","89.6","90.52","91.42","91.82","92.68","93.08","93.57","94.12","94.64","95.07","95.34","",
"Kenya","KEN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99","2.35","2.68","3.15","3.65","4.27999999999999","4.93","5.65","6.39","7.24","8.02","8.95","9.9","10.74","11.83","12.76","13.42","",
"Kyrgyz Republic","KGZ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.72","53.71","56.08","58.36","60.08","62.04","64.43","66.25","68.67","70.04","72.15","73.86","75.27","76.91","78.38","79.98","81.25","",
"Cambodia","KHM","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.66","5.18","5.69","6.22","6.73","7.35","7.98","8.72000000000001","9.47","10.32","11.22","12.02","12.98","14.05","15.28","16.36","17.69","",
"Kiribati","KIR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26","2.21","2.22","2.22","2.25","2.28","2.36","2.46","2.59","2.74","2.99","3.15","3.59","3.94","4.38","4.9","5.52","",
"St. Kitts and Nevis","KNA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Korea, Rep.","KOR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.21","96.36","96.46","96.47","96.6","96.57","96.59","96.57","96.73","96.66","96.8","96.68","96.79","96.8","96.77","96.68","96.68","",
"Kuwait","KWT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Latin America & Caribbean (excluding high income)","LAC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3308575553471","77.3458768250406","78.2713921363692","79.1565698776271","79.9645114811817","80.7511303981082","81.4321800356399","82.03785051351","82.674961691573","83.2468976972345","83.7344590579318","84.2138453639334","84.6854244698897","85.1022050941254","85.5367139387377","85.4713077051923","85.8169852413616","",
"Lao PDR","LAO","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99","4.04","4.21","4.13","4.29","4.27999999999999","4.56","4.55","4.79000000000001","4.73","4.83","5.04","5.13","5.22","5.42","5.54","5.62","",
"Lebanon","LBN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.619999999999998","0.619999999999998","0.590000000000002","0.619999999999998","0.629999999999997","0.629999999999997","0.629999999999997","0.639999999999996","0.629999999999997","0.670000000000004","0.649999999999995","0.670000000000004","0.690000000000002","0.680000000000003","0.71","0.700000000000001","0.71","",
"Libya","LBY","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.29","87.55","88.65","89.7","90.72","91.55","92.38","93.07","93.73","94.38","94.88","95.41","95.81","96.23","96.61","96.97","97.23","",
"Latin America & Caribbean","LCN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.1561290085553","79.0982547865718","79.9668731332795","80.7947490341656","81.5474205127826","82.2850509994385","82.9123088986061","83.4767318906047","84.0734374394853","84.6008640388014","85.051564061805","85.500774575808","85.9355053913737","86.3255029416998","86.7242171717898","86.6795055002926","87.0038229172118","",
"Least developed countries: UN classification","LDC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.35397738009287","7.66044175060001","7.98475916863882","8.33075861932086","8.66478455224085","9.03971546586938","9.42586139216129","9.79533336749947","10.1941804709373","10.5884588312403","11.0523059418181","11.5040599429306","11.9332969581734","12.4029431992928","12.8868491602628","13.3792309168273","13.9248028417092","",
"Low income","LIC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.98870193425344","10.1393033105622","10.3256315661755","10.4919808024441","10.6821350021242","10.8921033220596","11.1325377337165","11.3630795800474","11.6156723725909","11.8241808196674","12.0321946765537","12.1756577769098","12.2512820219639","12.3422763244385","12.4367724343823","12.564089823497","12.7171695727119","",
"Liechtenstein","LIE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.64","16.2","16.94","17.31","18.03","18.68","19.41","20.01","20.69","21.12","21.83","22.74","23.37","24.06","24.76","25.44","26.33","",
"Lower middle income","LMC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2362377838788","24.5563149596954","25.6801101495288","26.6627168706586","28.0228370461628","29.153956152968","30.5475021366504","31.8573117346219","33.1621740417732","34.2960683989713","35.8377392527989","37.028753667826","38.3194729299245","39.5430480386789","40.6570801679426","41.6687811437781","42.7492974656044","",
"Low & middle income","LMY","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.5938595285248","39.6385185728044","40.4372808865946","41.21445470171","42.0553086505523","42.8491479956208","43.7975306715011","44.6195267605169","45.490544887873","46.2262284349464","47.1706189235859","47.9201046510779","48.7335294150484","49.5085665777393","50.1603412821425","50.7908175600784","51.4444853265904","",
"Lesotho","LSO","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.14","19.03","20.61","21.48","23.05","24.1","25.29","26.69","27.63","28.78","29.86","30.68","31.96","32.99","33.93","34.74","35.61","",
"Late-demographic dividend","LTE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.8498478439832","57.9651101521562","58.7543386472051","59.6735552870507","60.3552972136588","61.2061066576995","62.1665860072465","62.9291325294497","63.8235062708083","64.6000362224791","65.4335716359707","66.2003950558472","66.9626935970803","67.7552372750359","68.37861876652","69.08193372521","69.7509839630311","",
"Lithuania","LTU","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Luxembourg","LUX","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Latvia","LVA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.93","87.05","88","88.95","89.9","90.49","91.22","91.87","92.49","92.87","93.37","93.83","94.14","94.5","94.85","95.05","95.28","",
"Macao SAR, China","MAC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.7","90.68","91.49","92.19","93.08","93.62","94","94.5","94.87","95.22","95.61","95.82","96.12","96.27","96.43","96.6","96.75","",
"Monaco","MCO","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Moldova","MDA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.34","70.95","72.9","75.22","77.23","78.95","81.2","82.55","83.92","85.17","86.71","87.92","88.89","89.89","90.81","91.34","92.19","",
"Madagascar","MDG","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.11","1.1","1.08","1.03","1.02","1.03","1.02","0.990000000000002","0.970000000000004","0.960000000000005","0.939999999999996","0.960000000000005","0.939999999999996","0.919999999999999","0.900000000000001","0.91","",
"Maldives","MDV","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.18","38.56","45.18","51.9","58.33","64.78","69.74","74.19","78.36","81.46","84.43","86.7","88.63","90.45","91.71","92.88","93.83","",
"Middle East & North Africa","MEA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.8299787249002","86.429719728324","87.9701851795087","89.0233534148195","90.1173466145622","91.0891696526829","91.8549018090708","92.4634609007526","92.9876628571068","93.4563182809804","93.8450746980976","94.1009012100235","94.2909716153287","94.5503558603961","94.7341243885585","94.8441188797313","94.978034472355","",
"Mexico","MEX","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.68","80.97","81.25","81.61","81.96","82.27","82.52","82.83","83.15","83.41","83.74","84","84.24","84.59","84.87","85.15","85.35","",
"Marshall Islands","MHL","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.21","15.94","19.37","23.21","27.9","32.72","37.98","42.91","47.68","51.79","55.38","58.58","60.84","62.6","63.57","64.63","65.35","",
"Middle income","MIC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.5772545829267","42.7595341199229","43.6708350926908","44.5641964789827","45.5293552612538","46.4435579618554","47.5301983604869","48.4811541194727","49.4870455309175","50.3483885488289","51.4449975677733","52.3321365769406","53.2687748951805","54.1940062738778","54.9832201784751","55.7480429798671","56.539383399033","",
"Macedonia, FYR","MKD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.92","45.71","47.2","48.89","50.6","52.08","53.54","55.22","56.55","58.3","59.28","60.59","61.79","62.88","64.14","64.9","65.63","",
"Mali","MLI","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.28","1.25","1.24","1.17","1.18","1.17","1.13","1.09","1.09","1.02","1.05","1","1","0.970000000000004","0.929999999999998","0.960000000000005","",
"Malta","MLT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Myanmar","MMR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72","5.18","5.74","6.23","6.69999999999999","7.46","7.97","8.77","9.33000000000001","10.24","11.14","12.13","13.24","14.45","15.44","16.97","18.4","",
"Middle East & North Africa (excluding high income)","MNA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.3761580096156","85.1421802013841","86.8508920894641","88.0032710708431","89.2109520075981","90.290719564081","91.1216073300589","91.7798566639269","92.3499639316335","92.8629523966191","93.2868021185892","93.5651705798119","93.7766877610209","94.0722412558019","94.2841945981518","94.4066807373903","94.5654364261815","",
"Montenegro","MNE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.03","55.87","56.95","57.76","58.98","59.87","60.71","61.97","62.67","63.91","64.8","65.33","66.43","67.02","68.04","68.57","69.35","",
"Mongolia","MNG","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.83","22.92","24.09","25.22","26.49","27.63","28.72","30.32","31.57","32.68","34.18","35.57","36.69","38.33","39.82","41.32","42.8","",
"Northern Mariana Islands","MNP","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07","3.08000000000001","3.13","3.09","3.11","3.21","3.25","3.25","3.3","3.28000000000001","3.4","3.46","3.48000000000001","3.56","3.56","3.62","3.69","",
"Mauritania","MRT","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.04","30.08","31.23","32.34","33.48","34.51","35.61","36.87","37.75","38.91","40.08","41.31","42.34","43.35","44.26","45.66","46.56","",
"Mauritius","MUS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.35","87.68","88.69","89.24","90.09","90.43","91.17","91.43","91.64","92.23","92.27","92.56","92.62","92.74","92.94","93.11","93.34","",
"Malawi","MWI","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75","1.77","1.83","1.91","1.94","1.98","2.01","2.07000000000001","2.15","2.2","2.18","2.25","2.33","2.35","2.43","2.49","2.5","",
